"claim","verdict","summary","source","link"
"NFL’s Philadelphia Eagles endorsed Kamala Harris for president.","false","Have the NFL’s Philadelphia Eagles endorsed Vice President Kamala Harris as president? Eagles spokesperson Bob Lange told PolitiFact the team’s statement referred to the Harris bus stop ads. We rate the claim that the Eagles endorsed Kamala Harris for president False.","Instagram posts","https://www.politifact.com/factchecks/2024/sep/04/instagram-posts/fly-kamala-fly-no-the-philadelphia-eagles-did-not/"
"A zero-tolerance policy during the Trump administration ""led to less family separation than under Kamala Harris' border policies.”","false","The Trump administration zero-tolerance policy meant that U.S. immigration officials separated children and parents who arrived at the border together. They have generally been used to refer to the Trump administration practice of having immigration officials systematically separate children from their parents at the U.S. border to deter illegal border crossings. The terms ""family separation"" or ""child separation"" have generally described the Trump administration practice of having immigration officials separate children from their parents at the U.S. border to deter illegal crossings.","JD Vance","https://www.politifact.com/factchecks/2024/sep/04/jd-vance/jd-vances-faulty-comparison-of-trump-harris-on-chi/"
"“BREAKING: Illegal Aliens in San Diego, California, tried to hijack 2 school buses filled with children.”","false","Although groups of people approached buses on two separate occasions, accounts from Jamul-Dulzura Union School District Superintendent Liz Bystedt, the San Diego County sheriff’s office and local news reports said there was no attempted hijacking. On Aug. 27 and 28, groups of people approached Jamul-Dulzura Union School District buses on Highway 94 in San Diego County. The claims trace to events Aug. 27 and 28 when groups of people approached two Jamul-Dulzura Union School District buses on Highway 94 in Dulzura, an unincorporated part of San Diego County.","Social Media","https://www.politifact.com/factchecks/2024/sep/04/social-media/fact-checking-the-false-claim-that-migrants-tried/"
"“Melania Trump just filed for divorce MINUTES ago in Palm Beach.”","pants-fire","We rate the claim that Melania Trump filed for divorce Sept. 1 in Palm Beach Pants on Fire! ""The streets are saying Melania Trump just filed for divorce MINUTES ago in Palm Beach,"" read a Sept. 1 Threads post. On Sept. 1, Jones also posted on X saying, ""BREAKING: Melania Trump filed for divorce in Palm Beach* county through online e-file system, time stamped today at 5:12 PM ET.""","Threads posts","https://www.politifact.com/factchecks/2024/sep/04/threads-posts/no-melania-trump-didnt-file-for-divorce-in-palm-be/"
"Vice President Kamala Harris “is a communist. … She is really a Marxist.”","pants-fire","Trump said Harris ""is a communist. Asked for evidence to support Trump’s claim that Harris is communist, the Trump campaign singled out her position on price controls. When Trump calls Harris a communist, it evokes fear in Americans who fled authoritarian communist regimes.","Donald Trump","https://www.politifact.com/factchecks/2024/sep/04/donald-trump/fact-check-trump-called-kamala-harris-a-communist/"
"Vice President Kamala Harris was fired from McDonald’s for stealing.","pants-fire","In the comments of its McDonald’s post, America’s Last Line of Defense linked to an article by Dunning-Kruger Times that cited a McDonald’s spokesperson who said Harris was fired for stealing ""‘a substantial amount’ of chicken McNuggets."" We rate the claim that Harris was fired from McDonald’s for stealing Pants on Fire! Her campaign told PolitiFact that Harris worked at a McDonald’s in Alameda, California, in the summer of 1983.","Facebook posts","https://www.politifact.com/factchecks/2024/sep/04/facebook-posts/claim-that-kamala-harris-was-fired-from-mcdonalds/"
"Image claims Tiger Woods said “Kamala's fake black accent is embarrassing and extremely offensive.”","pants-fire","But Woods didn’t say this. Now, an Instagram post says Woods publicly criticized Vice President Kamala Harris, whose father is Jamaican and whose mother was Indian, as not being authentically Black. We rate the claim that Woods criticized Harris’ accent Pants on Fire!","Instagram posts","https://www.politifact.com/factchecks/2024/sep/04/instagram-posts/did-i-hear-that-right-no-tiger-woods-didnt-say-kam/"
"U.S. Sen. Sherrod Brown voted to “give illegals taxpayer funded stimulus checks, health care, even Social Security.""","false","So, an amendment that barred immigrants in the country illegally from receiving benefits would not be in order. Keyes added that Brown again voted June 26, 2013, on an amendment to an immigration bill that prevented immigrants in the country illegally from receiving Social Security for work done illegally. Brown campaign spokesperson Matt Keyes said Brown voted for a similar amendment from then-Sen. Bob Menendez, D-N.J., the same day as the Sessions amendment reaffirming immigrants in the country illegally cannot receive federal benefits.","Bernie Moreno","https://www.politifact.com/factchecks/2024/sep/04/bernie-moreno/bernie-moreno-misleads-on-sherrod-brown-votes-for/"
"Four government agencies donated nearly $900,000 of taxpayer money to Kamala Harris’ presidential campaign.","false","Although these four government agencies are listed among the top contributors to Harris’ campaign on Open Secrets’ website, it doesn’t mean the agencies themselves donated to her campaign. As of July 29, Open Secrets reported the following contributions to Harris’ campaign from people affiliated with these government agencies: Defense Department: $213,460 Health and Human Services: $203,574 State Department: $197,640 Veterans Affairs: $217,420 Government agencies, including the Defense Department and the Department of Veterans Affairs, are also listed among the top contributors to former President Donald Trump’s presidential campaign on Open Secrets’ website. Under each of these government agencies, Open Secrets’ website says individuals were the source of the political contributions.. On these top contributor pages, Open Secrets further explains why and how it uses donors’ employer and occupation information.","Instagram posts","https://www.politifact.com/factchecks/2024/sep/03/instagram-posts/no-these-government-agencies-didnt-donate-taxpayer/"
"Nine Americans died from a listeria outbreak after Boar’s Head brand meat prioritized hiring “refugees” in Virginia.","false","We rate the claim that nine Americans died from a listeria outbreak after Boar’s Head brand meat prioritized hiring ""refugees"" in Virginia False. The listeria outbreak was tied to long-standing health and safety infractions at a Boar’s Head plant in Jarratt, Virginia. A Tent spokesperson  told PolitiFact on Sept. 3 that Boar’s Head is not working with Tent now and has not hired any refugees through its services.","X posts","https://www.politifact.com/factchecks/2024/sep/03/tweets/no-refugees-did-not-cause-a-deadly-boars-head-list/"
"Rep. Elissa Slotkin “voted recently to let illegals vote in U.S. elections.”","false","It’s already illegal for noncitizens to register and vote under state and federal laws, and a ""no"" vote on the bill doesn’t change that. ""It is already a crime many times over for noncitizens to vote in state and federal elections."" Rogers is wrong; Slotkin never voted to allow immigrants in the country illegally to vote in U.S. elections.","Mike Rogers","https://www.politifact.com/factchecks/2024/sep/03/mike-rogers/michigan-republican-surfaces-inaccurate-claim-abou/"
"California S.B. 1174 eliminates the requirement for voter ID at polling places.","barely-true","Senate Bill 1174 prohibits local governments from requiring voter ID at polling places, but existing state law already says that, in most cases, California voters needn’t show ID before voting at the polls. 1174 prohibits local governments from requiring voter ID at polling places, but existing state law already says that in most cases, California voters don’t need to show ID before voting at the polls. By state law, however, California voters need to show ID to polling place workers only if they are voting for the first time after registering to vote by mail and did not provide a valid form of ID on their registration form, a California secretary of state spokesperson said in an email.","Instagram posts","https://www.politifact.com/factchecks/2024/aug/30/instagram-posts/a-new-california-bill-wont-eliminate-voter-id-at-p/"
