claim,verdict,explanation,source,link,id
A 15-year-old named “Graci Mae Thompson” is missing.,false,"In two instances, PolitiFact found that the users had posted about missing children before, then changed those posts to advertise properties for sale. Facebook posts have sounded the alarm over the disappearance of a 15-year-old named Graci Mae Thompson, who has supposedly been missing since July 22. But PolitiFact found no evidence of a girl named Graci Mae Thompson who is now reported missing.",Facebook posts,https://www.politifact.com/factchecks/2024/aug/16/facebook-posts/dont-fall-for-posts-saying-a-teen-named-graci-mae/,b8171db0-2797-496e-bbae-8bdbf63b2af6
Donald Trump posted on Truth Social that Kamala Harris used to be a man named Kamal Aroush.,false,"A screenshot purporting to be from Trump’s Truth Social account and shared on Threads contains a photo of Harris and another digitally altered image of her supposedly as a man. We rate the claim Trump posted on Truth Social that Harris used to be a man named Kamal Aroush False. The post also includes a screenshot of an X post that says, ""Do you know this man…?",Threads posts,https://www.politifact.com/factchecks/2024/aug/27/threads-posts/no-donald-trump-didnt-post-that-kamala-harris-used/,50ba62fd-7ea9-4075-8284-c7aa7c68460d
Video shows Boston Red Sox player Jarren Duran getting a “MASSIVE” ovation after his two-game suspension for homophobic slur.,pants-fire,"As the X community note points out, the video opened with a clip of Tigers and Red Sox fans giving a standing ovation to Tigers star Miguel Cabrera, who was playing his final game at Fenway Park on Aug. 13, 2023. You can see several of the same fans in the TikTok video in the 2017 video below, including a woman in a red shirt and blue jacket, and a man in a Red Sox jersey standing next to a little boy in a Boston cap. ""Jarren Duran returns to the lineup after a 2 game suspension to a MASSIVE ovation from Fenway Park,"" said sticker text on an Aug. 14 TikTok video that had more than 8,300 likes.",TikTok posts,https://www.politifact.com/factchecks/2024/aug/15/tiktok-posts/video-showing-boston-red-sox-fans-ovation-for-jarr/,b29cb506-e455-4a4f-9d32-59a37cedec5a
El senador Rick Scott no apoya las excepciones al aborto.,false,"La campaña de Mucarsel-Powell señaló el apoyo de Scott a la ley de seis semanas de Florida, diciendo que no tenía excepciones de salud mental o excepciones por violación, incesto y trata de personas. La prohibición de las seis semanas en Florida incluye excepciones en casos de violación, incesto y trata de personas hasta las 15 semanas de embarazo, y si la salud o la vida de la embarazada están ""en grave riesgo de deterioro físico sustancial e irreversible"". El 13 de abril de 2023, Scott dijo en X que firmaría la prohibición del aborto de seis semanas de Florida si todavía fuera gobernador.",Debbie Mucarsel-Powell,https://www.politifact.com/factchecks/2024/aug/16/debbie-mucarsel-powell/debbie-mucarsel-powell-engana-sobre-la-postura-de/,4f8b33de-945e-43e0-9e6f-8cb5889fdc76
"The Hells Angels Motorcycle Club is on the way to Aurora, Colorado, to confront a Venezuelan gang.",false,"But the Aurora Police Department and the Hells Angels Motorcycle Club rebutted these rumors. On Threads, a video posted Sept. 2 showed four lines of bikers taking up two lanes, claiming it showed Hells Angels and two other motorcycle clubs — the Outlaws and the Mongols — headed  ""to confront the Venezuelan Gangs for taking over the apartment complex to protect the citizens of Aurora Colorado."" But the Hells Angels Motorcycle Club rebutted these rumors.",Social Media,https://www.politifact.com/factchecks/2024/sep/09/social-media/hells-angels-are-not-heading-to-aurora-colorado-to/,7ff7f71c-4a6e-429b-9df2-d417ffa0dd8c
"“Taylor Swift’s concert attendance drops after Harris endorsement: ‘No Fans, just empty seats and echoes.’”",false,"""Taylor Swift’s concert attendance drops after Harris endorsement: ‘No Fans, just empty seats and echoes,’ - satire,"" the post said. ""Taylor Swift’s concert attendance drops after Harris endorsement: ‘No Fans, just empty seats and echoes,’"" a Sept. 22 post said, which was flagged as part of Meta’s efforts to combat false news and misinformation on its News Feed. But she hasn’t performed on tour since August, before she endorsed Harris Sept. 10, after Harris debated former President Donald Trump, the Republican presidential nominee.",Facebook posts,https://www.politifact.com/factchecks/2024/sep/25/facebook-posts/no-taylor-swifts-concert-attendance-hasnt-dropped/,5c4ee291-7c7d-4683-a19c-16a79447c9c0
Video claims to show Donald Trump in an interview with Diddy,pants-fire,"We rate the claim that this video shows Trump and Combs in conversation Pants on Fire! Now, a viral video claims to show Combs in a one-on-one interview with former President Donald Trump. This video does not depict a real conversation between Trump and Combs.",TikTok posts,https://www.politifact.com/factchecks/2024/sep/20/tiktok-posts/no-this-edited-video-doesnt-depict-a-conversation/,d99bf87e-8e44-4d47-9ee2-83d1a0b0307f
Photo shows “pallets or containers of bricks have been found near locations designated for protests related to the Democratic National Convention”,false,"Second, Chicago city officials at the DNC Joint Information Center told PolitiFact on Aug. 20 that the rumors that police had found bricks near protest areas were unfounded. (Screengrab from X) In 2020, NBC News found the bricks in this picture were close to a construction site and had been there for months. First, this particular image of bricks was taken in Dallas in 2020, not in Chicago this week.",X posts,https://www.politifact.com/factchecks/2024/aug/20/tweets/no-this-photo-doesnt-show-bricks-for-dnc-protests/,5d5e3825-dd57-44ea-9717-be6d29ebdaf9
Nine Americans died from a listeria outbreak after Boar’s Head brand meat prioritized hiring “refugees” in Virginia.,false,"We rate the claim that nine Americans died from a listeria outbreak after Boar’s Head brand meat prioritized hiring ""refugees"" in Virginia False. The listeria outbreak was tied to long-standing health and safety infractions at a Boar’s Head plant in Jarratt, Virginia. A Tent spokesperson  told PolitiFact on Sept. 3 that Boar’s Head is not working with Tent now and has not hired any refugees through its services.",X posts,https://www.politifact.com/factchecks/2024/sep/03/tweets/no-refugees-did-not-cause-a-deadly-boars-head-list/,1bc10c5b-ed24-4d8b-9bb1-f07312903c1e
"“As of today, there is not one member of the United States military who is in active duty in a combat zone, in any war zone around the world, for the first time this century.”",barely-true,"There are thousands of U.S. military service members stationed in areas that are considered combat zones. But the combat zones do include areas in which U.S. service members are now deployed, she said. PolitiFact asked the Defense Department for a list of places within the designated combat zones that U.S. military service members are serving in, but we did not receive a response before publication.",Kamala Harris,https://www.politifact.com/factchecks/2024/sep/11/kamala-harris/why-harris-debate-remarks-about-us-military-in-com/,b471be31-2432-430f-8724-e3ba97aa77e7
"Laurie Buckhout is “trying to get to Congress to pass a national abortion ban, allowing politicians to ban abortions with no exceptions and prosecute women if they get an abortion, treating women right here like criminals.”",barely-true,"The ad accuses Buckhout of ""trying to get to Congress to pass a national abortion ban, allowing politicians to ban abortions with no exceptions and prosecute women if they get an abortion, treating women right here like criminals."" But the ad did not mention this: In the same article in which Buckhout was asked about a national abortion ban, she specifically said she supports exceptions for abortion. Buckhout has said a national abortion ban should be discussed and that she would ""vote to preserve life.""",House Majority PAC,https://www.politifact.com/factchecks/2024/oct/01/house-majority-pac/fact-checking-ad-about-republican-laurie-buckhouts/,728f7a1b-20d3-4358-8470-4b48eecaf4ba
Minnesota Gov. Tim Walz “forced schools to stock tampons in boys’ bathrooms.”,barely-true,"In 2023, Walz signed a law requiring schools provide access to menstrual products in bathrooms regularly used by students in grades 4 to 12, according to a plan school districts will create. For example, the law would allow a school administrator who knows there are trans or nonbinary students who only use the boys’ restrooms to provide menstrual products in those bathrooms, she said. Searching the Nexis news database, we found no reports that menstrual products are being provided currently in boys’ restrooms in any Minnesota school district.",Jesse Watters,https://www.politifact.com/factchecks/2024/aug/13/jesse-watters/claim-that-gov-tim-walz-forced-schools-to-stock-ta/,974cbf2f-4d2e-4a58-8421-649655d6a8b8
"Kamala Harris “descubierta usando unos zarcillos con audífonos inhalambricos, para que le soplaran las respuestas durante el debate contra Donald Trump”.",pants-fire,"(AP) La declaración también se hizo viral en X en inglés, donde una nota comunitaria dijo que los pendientes de Harris eran de Tiffany & Co. La nota citó el blog fundado por Susan E. Kelley, ""What Kamala Wore"", que dice que Harris usa un par de pendientes de perlas de los mares del Sur de la colección Tiffany HardWear ""con cierta frecuencia"". El blog de Kelley incluye la primera aparición de Harris el 6 de agosto con el gobernador de Minnesota Tim Walz como su compañero de fórmula en Filadelfia, como una de las ocasiones en las que Harris usó esos aretes. La candidata presidencial demócrata, la vicepresidenta Kamala Harris, y su compañero de fórmula, el gobernador de Minnesota, Tim Walz, hablan en un mitin de campaña en Filadelfia, el 6 de agosto de 2024.",X posts,https://www.politifact.com/factchecks/2024/sep/12/tweets/no-kamala-harris-no-uso-pendientes-con-audifonos-e/,a63b6b08-5b7c-412d-a0d3-cd2bb5b95f23
Project 2025 would defund K-12 schools.,half-true,"Eliminating the Department of Education would phase out some, if not all, federal funding for public K-12 schools and return that responsibility to the states. For this fact-check, we wanted to know how Project 2025 would affect federal funding for public schools. In an emailed statement, Project 2025 told PolitiFact the fact that school budgets rely on federal money for only a small share of their funding means cutting the department ""hardly defunds schools.""",Kamala Harris,https://www.politifact.com/factchecks/2024/sep/06/kamala-harris/project-2025-would-phase-out-federal-funds-for-pub/,b787e991-5c33-48da-82a7-9272fb463cd8
