label,statement,source,uuid
pants-fire,signers declaration independence brave people way clergymen,LIAR,587f7c85-3bd2-4032-a1af-9eee0ac01b3a
mostly-true,barack obama one biggest supporters terms funding exelon corporation spent millions dollars trying make yucca mountain waste depository,LIAR,7272c339-7dc9-4519-a68c-3cf459ae2cda
true,want vote texas use concealedweapon permit valid form identification valid student id isnt good enough,LIAR,0d1f19ce-9381-4f15-9108-84c79806a666
mostly-true,president barack obama said 20 times legal authority act immigration,LIAR,6aaa00b5-e135-4620-a44f-15f984462ec1
false,says difference barack obama 35 years experience,LIAR,35b5f756-9394-448e-bffa-37c97cd321e6
barely-true,says new york bureaucrats telling whether even drink big gulp,LIAR,663db16b-2d0a-4f4a-a434-32ce45e292d3
false,votes got think spent average two bucks pop compared 42 bucks incumbent milwaukee county executive chris abele,LIAR,4454bb1a-a3af-4237-977e-98ae6ffdd3ad
false,every bit plastic ever created still exists,LIAR,6f4b5739-2721-445d-b9f9-bae2ba2b8019
half-true,us justice department taken 100 voting rights cases since 2009,LIAR,bf65f4e7-7fbd-4fde-a08a-69fa7dfb40b7
barely-true,betty sutton gutted medicare 500 billion vote presidents health care bill,LIAR,c4be794b-144d-487b-b3c1-036f3ebb1c8c
half-true,says paul ryan supports banning abortions even cases rape incest,LIAR,81e029da-11f7-4bbd-b9e0-2dfbe516fa84
barely-true,josh steins watch rapes north carolina 53,PolitiFact,b5a7591c-64b3-412c-9927-6cf7a579e247
mostly-true,says tom ganley sued 400 times fraud discrimination judge called tom ganleys business practices deceptive unconscionable,LIAR,c38ce041-73e1-4667-95bb-a63b12e8f13a
true,cant give child aspirin school without permission cant kind medication secretly take child abortion,LIAR,e6f553c3-4c52-48ec-bc31-5a7f3972999e
mostly-true,ninety percent people living gaza dont access even water,LIAR,105c8158-3bff-4dd1-9047-357d860cdcf1
half-true,weve dramatic drop violent crime since law stand ground effect,LIAR,a4eaf613-d044-459f-8696-ac11a181a114
half-true,recent gallup poll found 72 percent americans 56 percent democrats say biggest threat nations security big government,LIAR,06898d78-20b8-4800-95c1-33ebe7570600
barely-true,would tens thousands jobs created president barack obama approved keystone xl pipeline,LIAR,f89ba4b4-01d4-464c-9260-50399c465a47
barely-true,says one three us homeless men veteran,LIAR,1e2f7a87-3a90-479e-bcde-ec7bfc78d9fb
true,federal government owns tens thousands properties vacant underused,LIAR,0c626391-76be-4659-8768-9dcf589c3807
mostly-true,1968 average corporate ceo made 20 times average workers pay today multiple 350,LIAR,4bfca21d-41c9-492a-a700-f809a61d59a4
barely-true,miamidade county 1 donor county state,LIAR,03514950-64ee-4b78-8625-08798abe397b
false,never said dont wear flag pins refuse wear flag pins,LIAR,1a93a3d4-779e-4d16-93bb-507105d77405
pants-fire,debate last week politifact came said everything said true,LIAR,f6c916e8-f4a0-4550-8ba2-6add9520f3df
half-true,says mark zandi wrote report criticizing donald trumps economic proposals one sen john mccains former economic advisers,LIAR,60d4e4ec-244d-4eb9-9551-956f2973dd60
false,president obamas bill wont bring costs health care average americans really americans,LIAR,a4047dbc-3fd5-4e14-86fc-9a3f4aa534a9
half-true,republicans went way praise eric holders nomination single republican senator opposed eric holders nomination,LIAR,243b507b-766d-465c-ac15-762173b4e2e8
true,says ron paul insisted fema shut,LIAR,e14eceea-d39d-4644-9cc1-e83744a53974
true,social security solid 2040 without changes whatsoever,LIAR,eb779c50-8762-428b-b624-715c742f5b5f
half-true,every year state loses 800010000 acres land bear country,LIAR,6c80d236-fd53-479b-9046-f98f9950285c
mostly-true,less 5 percent registered users states allowing medical marijuana cancer aids,LIAR,5e6d91fe-28aa-4ec6-9b49-e588886f7052
pants-fire,says newt gingrich cosponsored bill nancy pelosi would given 60 million year un program supporting chinas brutal onechild policy,LIAR,998fa23f-3342-4694-ad04-d2a6770cf363
mostly-true,justice department policies fbi director james comey discussing details federal investigation close election,LIAR,ef7eea2a-ada7-49b0-8c12-e54f252b17d5
barely-true,76 percent doctors support use medical marijuana,LIAR,06175a7f-585d-4553-b288-89966beb121a
barely-true,right hezbollah working throughout latin america venezuela mexico throughout latin america poses significant imminent threat united states america,LIAR,90e44577-f17f-4ee1-946a-b6c7157b71f3
mostly-true,charlie crist raised taxes 2009 wont rule raising taxes,LIAR,0032bab5-b9f9-436b-b38b-0f5fb5fd7535
half-true,mr hurt would reopen darn medicare doughnut hole,LIAR,37de2c42-8014-4584-8db2-98a2b5b3a613
true,since 1904 ohio victor presidency 25 27 times,LIAR,1668acb8-22fc-4cd9-9367-3e7ff96a0a1b
true,obama czars romanovs,LIAR,afae1e7e-57c9-4f9b-a57b-3e93981c03ae
mostly-true,1908 model earned better gas mileage typical suv sold 2008,LIAR,32541120-015a-4477-a1db-f420bf7d402c
half-true,work 40 hours week proposed minimum wage 1010 hour get poverty,LIAR,fee4f6e5-14fb-42f9-b6ee-1d3ca2601a92
half-true,says president obama helped half million veterans military family members go college post911 gi bill,LIAR,280ee41e-5807-4019-aeea-23e857dd1491
true,mccain switched obamas position troops afghanistan,LIAR,11a89528-22cb-456a-b7af-0e1a506a278c
pants-fire,says philippines century ago gen john pershing took 50 bullets dipped pigs blood shot 49 muslim rebels 50th person said go back people tell happened 25 years wasnt problem,LIAR,808de0c4-0d9f-4079-9e31-9b9785a2d770
true,michael thurmond authored major legislation provided 250 million tax relief georgias senior citizens working families,LIAR,99d97f8a-f4f5-4b56-8790-24381e667ab1
mostly-true,wisconsin school voucher program research shows going improve student learning,LIAR,06976d9d-f2c4-400e-a0da-2087c3fcdfc6
false,hells angels motorcycle club way aurora colorado confront venezuelan gang,PolitiFact,a63690bc-c769-4aff-9942-d5ca432b894f
half-true,mitt romney said tragic end war iraq,LIAR,80b94809-418b-4300-a234-8a2d169bf9f1
half-true,one wisconsin school district worried losing state funding stopped giving milk elementary school kids snack time,LIAR,89a7205e-37bd-4f5e-89b4-8613352aa6e3
half-true,says hillary clinton took money kings saudi arabia morocco oman yemen,LIAR,a035fab7-80d2-47f3-b4dd-4d20ea8d0df3
barely-true,sixteen thousand new internal revenue service agents empowered enforce new health care legislation,LIAR,cce79277-759f-4dea-998c-426dcc495829
mostly-true,born poor america rank ninth tenth citizens ability climb ladder get middle class,LIAR,27a494a7-df86-4c90-ad8f-1ea5f640f0f4
half-true,says john raese said wants 1000 laser systems put sky need right,LIAR,389d08c6-3c1e-4282-8e5e-19c279be1c4f
false,says ohio rep marcy kaptur actually lives fancy condo washington dc suburbs,LIAR,361af698-0e4d-4335-845d-6314689962de
true,report health insurance industry ignores key policies part senate finance committee bill,LIAR,426f5d5b-d403-4617-9b1d-899e3d10b520
half-true,since governor took office oregons unemployment rate dropped lowest point three years,LIAR,6588e107-62dd-46fc-9aec-777bddbd9cc0
half-true,last year handguns killed 48 people japan 8 great britain 34 switzerland 52 canada 58 israel 21 sweden 42 west germany 10728 united states,LIAR,9f6d131a-8f70-4165-9d97-5e2fb321e640
barely-true,hundreds thousands illegal immigrants going state federal penitentiaries,LIAR,9fff31e5-508c-478b-a76e-efbcbb93c189
false,says wisconsin gov scott walker budget repair bill showing stone goes unturned asks everyone tighten belts,LIAR,b025b714-c457-44bc-a8dc-2dd077f36f02
mostly-true,last year bill mccollum spent 22 million dollars produce air campaignstyle tv ads featured almost every frame,LIAR,7ef24ea6-c6a0-496a-a5aa-56b83ac37a0f
mostly-true,says barack obama first president modern history single year 3 percent growth,LIAR,b59b9400-b738-4228-be97-002fff0b139b
true,stimulus money went critically important projects like studying ants africa,LIAR,c35c186c-1f7b-40ab-a4bf-f528c0b08a6c
true,sometime next decade latinos state texas anglos happen sometime next five eight ten years,LIAR,f0a1017d-832f-4677-a30b-3e43023c7a8f
half-true,thomas jefferson expressed strong support balanced budget amendment 1798,LIAR,cddc09f8-29e4-4cf5-876b-3e91ca9074dd
true,2008 2011 pages conforming bills gone 400 pages 2200,LIAR,af9c3d0d-a00e-4e34-aa1a-d4e44035e116
pants-fire,says barack obama admits hes coming guns telling sarah brady working gun control radar,LIAR,36368a53-7bb6-4a2f-8551-c71a09fda6ee
false,giving money politicians paid paul workman workman gave thousands politicians got millions government construction projects,LIAR,256d2061-6f11-49a1-abb7-e71015b4d55a
false,monica lewinsky scandal clintons brought rev jeremiah wright white house spiritual counseling,LIAR,ee9c39d2-b611-4cd5-a2a6-65abf5ca22ef
half-true,23billion budget deficit inherited came office became 29billion surplus,LIAR,d522d6ec-487b-4c73-b615-ce870b059212
false,west raised 2 million would leave beaches ruins end social security medicare give corporations free reign,LIAR,a8bff554-5942-413b-b3bf-3a8d615b1dae
half-true,hoosiers going work ever,LIAR,da592665-d1c2-4bca-a0ea-1fd2cbe4903f
true,hes sued gun manufacturers supportive brady supportive things like assault weapon bans,LIAR,fc79ae4b-193a-476a-ab03-c3301123749e
true,housepassed budget proposal could cut funding programs help keep local neighborhoods safe slash 17 million antiterror funds ohio,LIAR,7abfefc7-99fe-48e2-8bc2-76ae87316bd6
half-true,florida ranks 45th 50 states regulatory climate business,LIAR,e599bfb6-395a-4160-ba92-fc424bca4f18
half-true,fccs net neutrality policy includes whatis essentially massive tax increase,LIAR,2cf6fd62-6548-49fe-a0bb-3ad7ce6f916f
barely-true,ted cruzs money comes washington outside state texas,LIAR,3e5dff29-0c1b-41aa-93dd-1e71d5df0479
half-true,says barack obama hillary clinton responsible leading america deal arm iran,LIAR,7668430a-bb80-47ef-98f9-75494216e440
true,joined gang 14 seven republicans seven democrats wouldnt blow united states senate sen obama opportunity join group chose,LIAR,3d344968-d9d5-41c0-91e9-171ed5433268
true,sort services romneys health care plan provide per state web site 50 copay abortions,LIAR,02d10c91-4b96-4c53-99ff-02f42e5bda4a
half-true,families paying 900 average higher premiums uncompensated care,LIAR,02bc315c-b042-430f-9ed5-ac1ce57b3cd3
mostly-true,twentythree million americans suffer addiction 1 10 get treatment,LIAR,9da8f270-ade0-4057-a8e3-657146ade196
true,illinois legislature barack obama voted present instead yes seven votes involving abortion rights,LIAR,2e591bf8-29be-43e4-81aa-b1d02a58e26a
true,get money active duty officers military personnel,LIAR,421c8f48-10f6-49e8-9132-3847a281c46a
true,40 years broadcast never endorsed candidate,LIAR,b3060648-3572-4ef9-9ba4-5903c59ac218
pants-fire,transporting drugs price admission people crossing border illegally,LIAR,9b980ffc-b525-41cf-9a89-8dcfbfbe76a9
true,new jersey highest property taxes nation little highest property taxes nation double national average,LIAR,dae4eac1-92c0-4987-9aef-9d981be7ce0b
true,deficit track top 1 trillion year took office,LIAR,9ad2ab61-d53c-4b79-ad88-ddeaaf0935e7
half-true,john cornyn voted increase debt raise taxes bail wall street banks fund obamacare,LIAR,94c75700-9767-4ece-9729-e9c7885e8ab5
pants-fire,gift takingbob mcdonnell took fraction tim kaine took,LIAR,05a84b7d-cb5a-4682-beaa-80828b1c214e
true,sen obama never taken party leaders single major issue,LIAR,011b3b45-25b6-48e5-8ad8-58d0f3cd6866
mostly-true,virtually republican washington accepts climate change science,LIAR,47b63bb2-bd27-4938-9d3c-4aacd87c6e22
barely-true,newgard owed 13000 unpaid taxes 1 million milwaukie apartment complex,LIAR,cd996b98-3b8d-4bc3-92b2-8ae56de68f90
barely-true,says merrick garland authored opinion resulted release 17 guantanamo bay prisoners part group violent islamist extremists state department designated terrorists,LIAR,7c520960-1619-4397-80c8-b449b03bbd93
half-true,read arizona immigration law says stopped violating law suspicion youre illegal ask youre legal,LIAR,124976c0-8d69-487f-b33b-675f4bf84fc8
half-true,sherrod brown voted two years row liberal senator united states america liberal sen bernie sanders,LIAR,32ddf115-afd1-4c03-bc06-670f8b6adfde
half-true,never single shred evidence presented anyone thatthe attacks benghazi libya spontaneous fact cia understood early,LIAR,c894fd98-900c-4238-8cd1-94c3d8dc00c8
mostly-true,state saw job creation last three years since ive governor saw whole eight years doyles time governor,LIAR,e989a006-3802-4101-bc4e-928a5cd241e2
false,interlink tf green airport closest airrail link country,LIAR,e5d88fdc-5b27-4bbe-82c4-f02fe588be27
half-true,mexico receives approximately 24 billion year remittances mexican nationals working united states majority amount comes illegal aliens,LIAR,6d68442b-384e-475b-a6a7-1437f546be62
false,job creation numbers latest startup ny report significant number overcounts compilation ive looked,LIAR,51b0fee7-83c9-4096-b024-0bca5b6c3688
false,position hasnt changed using executive authority address immigration issues,LIAR,97c7dead-a2b7-472a-81b2-191fba11a075
true,got solar energy area southwestern desert 100 miles side would enough provide 100 percent electricity needs united states america full year,LIAR,ac3750d6-cbd1-4246-ba0c-4b2ffb4b3b33
half-true,result welfare reform poverty levels went lowest level ever africanamerican children,LIAR,a953d258-6749-43e2-8829-efce09f91116
half-true,firefighters policemen others supported wisconsin gov scott walker election bid dont worry collective bargaining rights,LIAR,e21f3a6c-7ef7-49be-a106-c0dd5e0ba36d
half-true,90 percent guns recovered mexico come united states,LIAR,d59daa7b-2d85-46a4-9309-03c80f50560a
false,weve seen last year tremendous things happening including unemployment rate come 2 percentage points,LIAR,9365ca49-bf71-4208-98b0-e8ee36e1f08c
false,group 32 armed venezuelans took apartment building chicago,PolitiFact,1a914697-2b1f-427b-a3b0-d2f9b8275d50
half-true,austin city arid landscape western united states dependent single source water,LIAR,5dc588d7-d545-4c74-b3be-882e5899c64a
half-true,oregon school districts directing 24 percent food budgets purchase local foods thats highest percentage country,LIAR,35005ff6-4a20-4b5f-8cf8-aed6a9bfedbb
barely-true,social security contributed debt deficits,LIAR,4f039454-0b9c-4088-97a9-1a4c6111f8ae
barely-true,privatizing social security bad idea george w bush proposed bad idea today sen mccains campaign went even suggesting cut costofliving adjustments raise retirement age,LIAR,d6a6cf09-74af-4e6c-8ca1-00ca9fee539f
false,saysted cruz distributed ad showing nude melania trump rug,LIAR,4623eee2-f876-4c3d-b014-75cb05b841af
half-true,says federal government tells health insurance companies much money theyre allowed keep receive revenues 15 percent,LIAR,aa050de3-9b84-4db7-9fa3-de8f1fb98604
Fake,image authentically shows kamala harris wearing communist dictator garb,Snopes,a0c653f5-84e3-467d-a5e8-1a9ce4889373
half-true,border security plan sens mccain kyl called 3000 additional troops keep us safe president obama says hell send 524,LIAR,5fe21cd6-1e9a-4b53-9d2d-7510b50c659f
mostly-true,says well 54 million abortions since 1973,LIAR,2880bd15-ae4f-4aab-bc0b-1f3de6ee8ea8
mostly-true,arizona state board educations failure report teachers whose certifications revoked suspended resulted death student,LIAR,316dd845-6eeb-48dc-bffa-174ffd2964be
true,says spending fiscal 2009 budget lower spending fiscal 2014 budget,LIAR,09262363-b145-4ff4-a767-f395366813ec
pants-fire,new health care law first person patient go bureaucrat called panel,LIAR,fbd1cb0c-23e8-47c5-b47b-1dd2e4d8b020
half-true,state rep kathleen peters 100 percent proabortion voting record even voting ban sexselection abortions,LIAR,c87cb87b-4e12-425c-a67d-573f778dc6ae
mostly-true,mccain bush millionaires tax cuts millionaires,LIAR,9959a7f9-ea38-4e72-898c-0c3a2564c7da
mostly-true,first day office ordered review every regulation pipeline every contract exceeding 1 million,LIAR,a129a805-1b71-4cd1-8e10-52638f6429e0
mostly-true,solution terrorists still today way isis knows advertising buy guns online gun shows united states america,LIAR,339460e5-f720-4ed3-b9dc-a7735b9580a4
false,video shows tornadoes canada,PolitiFact,7c60c347-9eda-4b5b-84dc-61cb4ca230a1
mostly-true,new jersey seven credit downgrades since chris christie became governor,LIAR,6d630478-ed9d-4f6d-aecc-9aa7bef791e7
true,week house representatives voted remove word lunatic federal law,LIAR,9ae5b0db-ea1d-47e4-948f-8d3ab0b4ac65
false,president united states taking trip india expected cost taxpayers 200 million day,LIAR,e89038fa-f815-4efd-bfc6-4706645f140d
false,congressman renacci fbi investigation,LIAR,09460e9d-47e6-4ef5-90fd-cab5e7ff0159
false,wealthiest americans africanamerican,LIAR,dd5357c7-442a-4437-b305-6b48329e8bfb
true,mosque near ground zero,LIAR,12338bc7-924d-45e0-b24f-4a3e0ceac141
true,senators accepted millions campaign contributions financial industry voted allowing bankruptcy judges modify home mortgages,LIAR,87751bf1-eff5-426f-9fd2-bef3c2d4e547
barely-true,john mccain one senators either party oppose bill expand education aid veterans thinks generous,LIAR,3f95af6d-7b90-4c35-97a0-e417d52ed402
barely-true,taking virginias investment public education highest level commonwealths history,LIAR,a4e98ec1-797a-4bf6-9481-143d2079c438
mostly-true,today american companies nearly 2 trillion sitting balance sheets,LIAR,26b54cc0-2326-4ee8-8408-f0e0903c42b0
half-true,today united states respected country earth,LIAR,7191ff26-030d-4a51-9615-afc5200ca0db
true,u know block island wind farm would mean 40 est drop bi electric rates,LIAR,c8b0b8f8-a043-4bbf-82c1-0d65070a5c57
mostly-true,georgia states weak gun laws crime,LIAR,564661fa-2678-4ac0-abb4-75307bc5795e
true,number one world comes energy resources russians second saudi arabia number three,LIAR,70db2605-d2b9-449b-88a6-27c7de5a525b
barely-true,says epa outsourced scientific basis greenhouse gas regulation scandalplagued international organization considered objective trustworthy,LIAR,17e2c7df-bdbc-4571-9d05-cbe1e4de4d6b
half-true,says donald trump campaign announcement speech also said many mexicans good people keep leaving quote,LIAR,8d344a20-267c-4ded-b4f7-78b8e9d53f23
false,says us senate passed budget last three years called budget control act,LIAR,109d63b0-3e65-4e7b-972c-1bc1463a8ce0
half-true,says texas unemployment dire various ways doubling jobless rate rick perrys governorship also texas rate increased faster national rate barack obamas presidency,LIAR,9749d933-ae3d-491d-a529-cbad34c99e5a
half-true,says washington state consistently ranked top five forbes list best states business ahead texas,LIAR,4639b9f3-1ff2-434b-a51c-98bac8c14611
true,initial efforts strip airport contractors special diversity status effect contracts citys diversity goals,LIAR,37e7245c-202c-4efb-9eac-35cc5c87d3bb
half-true,current procedure someone terror watch list tries buy gun authorities notified,LIAR,e5e791c9-9f48-40c3-a3f6-f8513453b275
half-true,says president barack obama appointed eric holder attorney general eric holder said viewed mission brainwashing american people guns,LIAR,0ec7541e-9696-495b-a24d-122efef4e2bd
half-true,austins stop abuse everyone seen offices sexual assault survivors report attacked ridesharing drivers rate one per month,LIAR,199c5d59-88de-48d6-ba18-124e658d1d9d
mostly-true,eleven years ago city detroit lifted residency requirement police officers today 53 percent officers live outside city want tax base milwaukee resemble tax base detroit way go,LIAR,445286f3-75f8-4f84-b169-3d62e57a7cc9
barely-true,one person kathleen sebelius going determine whether 10yearold lung patient sarah murnaghan would live die,LIAR,1836d7ef-b2f5-4dd4-8797-2addee4f717c
half-true,obama used lawyer acorn,LIAR,9a241684-556e-4707-b5e1-99785c06885b
barely-true,says mitch mcconnell voted three times corporate tax breaks send kentucky jobs overseas,LIAR,ff1aff77-1dbd-452b-81f7-cb7d4ea78b79
mostly-true,bipartisan senator united states senate,LIAR,f1b13296-acfc-42d1-ba4d-1055e80b72b9
half-true,countrys got huge debt president barack obama says raise taxes keep spending,LIAR,a7e2f5d1-b570-4f9f-b8fd-47cda1096478
false,men women guard forced contact food banks feed,LIAR,f8927e39-783d-4164-a003-5f59a3776fbb
